,open,high,low,close,volume,close_change,return,close_executed,close_executed_differential,investment_value,investment_return_dollar,investment_return,consistency,return_rolling_sum,threshold_met
2024-01-02 17:00:00+00:00,345.7425,346.0012,345.7425,345.93,41079.0,0.45999999999997954,0.0013315193793961289,0.0,0,987,0,0.0010141987829614951,1.0,0.004134095252860792,True
2024-01-02 17:15:00+00:00,345.25,345.34,345.0536,345.3004,14803.0,-0.6295999999999822,-0.0018200213916109709,0.0,0,985,0,-0.0020263424518743856,0.0,-0.000488502012214842,True
2024-01-02 17:30:00+00:00,345.25,345.27,345.04,345.06,10032.0,-0.24040000000002237,-0.0006962053910161137,-345.06,0,985,1,0.0,-1.0,-0.0025162267826270845,True
2024-01-02 17:45:00+00:00,345.65,345.65,345.1001,345.13,18239.0,0.06999999999999318,0.00020286327015583971,0.0,0,985,0,0.0,0.0,-0.000493342120860274,True
2024-01-02 18:00:00+00:00,343.53,343.57,343.41,343.54,18555.0,-1.589999999999975,-0.00460695969634628,0.0,0,985,0,0.0,0.0,-0.00440409642619044,True
2024-01-02 18:15:00+00:00,344.26,344.48,344.12,344.38,38318.0,0.839999999999975,0.0024451301158525673,0.0,0,985,0,0.0,0.0,-0.0021618295804937127,True
2024-01-02 18:30:00+00:00,344.16,344.45,344.1001,344.375,22695.0,-0.0049999999999954525,-1.4518845461441998e-05,0.0,0,985,0,0.0,0.0,0.0024306112703911253,True
2024-01-02 18:45:00+00:00,344.03,344.13,343.94,344.05,17533.0,-0.32499999999998863,-0.0009437386569872697,0.0,0,985,0,0.0,-1.0,-0.0009582575024487117,True
2024-01-02 19:00:00+00:00,343.1,343.255,343.026,343.072,20168.0,-0.9780000000000086,-0.00284261008574338,0.0,0,985,0,0.0,-1.0,-0.0037863487427306497,True
2024-01-02 19:15:00+00:00,343.09,343.1121,342.9568,343.0339,14245.0,-0.03809999999998581,-0.00011105540527933666,0.0,0,985,0,0.0,-1.0,-0.0029536654910227167,True
2024-01-02 19:30:00+00:00,344.21,344.35,344.14,344.14,35691.0,1.1060999999999694,0.00322446265514853,0.0,0,985,0,0.0,0.0,0.0031134072498691934,True
2024-01-02 19:45:00+00:00,344.29,344.35,344.19,344.31,22796.0,0.17000000000001592,0.0004939850061023154,344.31,0,985,0,0.0,1.0,0.0037184476612508455,True
2024-01-02 20:00:00+00:00,343.2,343.3,343.01,343.0287,16274.0,-1.2812999999999874,-0.0037213557549882204,0.0,0,981,0,-0.004060913705583702,0.0,-0.003227370748885905,True
2024-01-02 20:15:00+00:00,343.31,343.72,343.31,343.64,57716.0,0.6112999999999715,0.0017820666317422962,0.0,0,983,0,0.0020387359836901986,0.0,-0.0019392891232459242,True
2024-01-02 20:30:00+00:00,344.54,344.54,344.19,344.31,58756.0,0.6700000000000159,0.0019497148178326817,0.0,0,985,0,0.0020345879959309254,1.0,0.003731781449574978,True
2024-01-02 20:45:00+00:00,344.09,344.21,344.01,344.181,34508.0,-0.1290000000000191,-0.00037466236821470655,0.0,0,984,0,-0.0010152284263958977,0.0,0.0015750524496179752,True
2024-01-02 21:00:00+00:00,346.29,346.29,345.71,345.71,1873405.0,1.5289999999999964,0.0044424300004939354,0.0,0,989,0,0.005081300813008172,0.0,0.004067767632279229,True
2024-01-02 21:15:00+00:00,346.99,346.99,346.99,346.99,213.0,1.2800000000000296,0.0037025252379163653,0.0,0,992,0,0.0030333670374114163,1.0,0.0081449552384103,True
2024-01-02 21:30:00+00:00,346.68,346.74333333333334,346.68,346.73,2048.666666666667,-0.2599999999999909,-0.000749301132597413,0.0,0,992,0,0.0,0.0,0.0029532241053189523,True
2024-01-02 21:45:00+00:00,346.70640000000003,346.70640000000003,346.6766666666667,346.6766666666667,548.3333333333334,-0.05333333333334167,-0.0001538180524711663,-346.6766666666667,2,991,6,-0.0010080645161290036,-1.0,-0.0009031191850685794,True
2024-01-02 22:00:00+00:00,346.68142222222224,346.68142222222224,346.68142222222224,346.68142222222224,152.62962962962962,0.004755555555561841,1.3717553019265694e-05,0.0,0,991,0,0.0,0.0,-0.00014010049945190062,True
2024-01-02 22:15:00+00:00,346.72675555555554,346.72675555555554,346.72675555555554,346.72675555555554,387.0740740740741,0.04533333333330347,0.00013076366493103286,346.72675555555554,0,991,0,0.0,1.0,0.00014448121795029856,True
2024-01-02 22:30:00+00:00,346.7951,346.7951,346.7951,346.7951,217.0,0.06834444444444898,0.000197113269597482,0.0,0,992,0,0.0010090817356205317,1.0,0.00032787693452851485,True
2024-01-02 22:45:00+00:00,346.732,346.732,346.716,346.716,268.6,-0.07909999999998263,-0.0002280885744925243,0.0,0,991,0,-0.0010080645161290036,0.0,-3.09753048950423e-05,True
2024-01-02 23:00:00+00:00,346.74,346.74,346.74,346.74,153.4736842105263,0.02400000000000091,6.922091856154111e-05,0.0,0,991,0,0.0,0.0,-0.00015886765593098318,True
2024-01-02 23:15:00+00:00,346.7,346.732,346.694,346.732,402.4,-0.007999999999981355,-2.3072042452554342e-05,0.0,0,991,0,0.0,0.0,4.614887610898677e-05,True
2024-01-02 23:30:00+00:00,346.4881846153846,346.4881846153846,346.4881846153846,346.4881846153846,129.23076923076923,-0.2438153846154023,-0.0007031810868780575,-346.4881846153846,0,991,0,0.0,-1.0,-0.0007262531293306118,True
2024-01-02 23:45:00+00:00,346.05,346.23,346.05,346.23,329.0,-0.25818461538460724,-0.0007451469540619149,0.0,0,991,0,0.0,-1.0,-0.0014483280409399724,True
2024-01-03 00:00:00+00:00,346.1732666666667,346.1732666666667,346.1732666666667,346.1732666666667,343.6666666666667,-0.05673333333334085,-0.00016386024704195812,0.0,0,991,0,0.0,-1.0,-0.000909007201103873,True
2024-01-03 00:15:00+00:00,345.8333333333333,345.8333333333333,345.83,345.83,392.33333333333337,-0.34326666666669325,-0.0009916036266233164,0.0,0,991,0,0.0,-1.0,-0.0011554638736652745,True
2024-01-03 00:30:00+00:00,345.66499999999996,345.66499999999996,345.66499999999996,345.66499999999996,264.9,-0.16500000000002046,-0.00047711303241482206,0.0,0,991,0,0.0,-1.0,-0.0014687166590381384,True
2024-01-03 00:45:00+00:00,345.85249999999996,345.85249999999996,345.85249999999996,345.85249999999996,466.65,0.1875,0.0005424327021827935,0.0,0,991,0,0.0,0.0,6.531966976797143e-05,True
2024-01-03 01:00:00+00:00,345.68840490797544,345.68852760736195,345.68840490797544,345.68852760736195,381.0040899795501,-0.16397239263801566,-0.00047411076293513155,0.0,0,991,0,0.0,0.0,6.832193924766194e-05,True
2024-01-03 01:15:00+00:00,345.66447852760734,345.66644171779143,345.66447852760734,345.66644171779143,396.06543967280163,-0.022085889570519157,-6.388956475755769e-05,0.0,0,991,0,0.0,-1.0,-0.0005380003276926892,True
2024-01-03 01:30:00+00:00,345.64055214723925,345.64435582822085,345.64055214723925,345.64435582822085,411.1267893660532,-0.022085889570576,-6.38936468950746e-05,0.0,0,991,0,0.0,-1.0,-0.0001277832116526323,True
2024-01-03 01:45:00+00:00,345.61662576687115,345.62226993865033,345.61662576687115,345.62226993865033,426.1881390593047,-0.022085889570519157,-6.389772955384121e-05,0.0,0,991,0,0.0,-1.0,-0.0001277913764489158,True
2024-01-03 02:00:00+00:00,345.59269938650306,345.60018404907976,345.59269938650306,345.60018404907976,441.2494887525562,-0.022085889570576,-6.390181273474571e-05,0.0,0,991,0,0.0,-1.0,-0.00012779954228858692,True
2024-01-03 02:15:00+00:00,345.56877300613496,345.5780981595092,345.56877300613496,345.5780981595092,456.31083844580775,-0.022085889570576,-6.390589643734401e-05,0.0,0,991,0,0.0,-1.0,-0.00012780770917208972,True
2024-01-03 02:30:00+00:00,345.54484662576687,345.55601226993866,345.54484662576687,345.55601226993866,471.3721881390593,-0.022085889570519157,-6.390998066185816e-05,0.0,0,991,0,0.0,-1.0,-0.00012781587709920217,True
2024-01-03 02:45:00+00:00,345.52092024539877,345.5339263803681,345.52092024539877,345.5339263803681,486.43353783231083,-0.022085889570576,-6.391406540862121e-05,0.0,0,991,0,0.0,-1.0,-0.00012782404607047937,True
2024-01-03 03:00:00+00:00,345.4969938650307,345.51184049079757,345.4969938650307,345.51184049079757,501.4948875255624,-0.022085889570519157,-6.391815067741113e-05,0.0,0,991,0,0.0,-1.0,-0.00012783221608603235,True
2024-01-03 03:15:00+00:00,345.4730674846626,345.489754601227,345.4730674846626,345.489754601227,516.5562372188139,-0.022085889570576,-6.392223646867201e-05,0.0,0,991,0,0.0,-1.0,-0.00012784038714608315,True
2024-01-03 03:30:00+00:00,345.4491411042945,345.4676687116565,345.4491411042945,345.4676687116565,531.6175869120655,-0.022085889570519157,-6.392632278207078e-05,0.0,0,991,0,0.0,-1.0,-0.0001278485592507428,True
2024-01-03 03:45:00+00:00,345.4252147239264,345.4455828220859,345.4252147239264,345.4455828220859,546.678936605317,-0.022085889570576,-6.393040961816254e-05,0.0,0,991,0,0.0,-1.0,-0.00012785673240023332,True
2024-01-03 04:00:00+00:00,345.4012883435583,345.4234969325153,345.4012883435583,345.4234969325153,561.7402862985684,-0.022085889570576,-6.393449697672526e-05,0.0,0,991,0,0.0,-1.0,-0.0001278649065948878,True
2024-01-03 04:15:00+00:00,345.3773619631902,345.4014110429448,345.3773619631902,345.4014110429448,576.80163599182,-0.022085889570519157,-6.393858485786996e-05,0.0,0,991,0,0.0,-1.0,-0.00012787308183459523,True
2024-01-03 04:30:00+00:00,345.3534355828221,345.3793251533742,345.3534355828221,345.3793251533742,591.8629856850715,-0.022085889570576,-6.394267326204073e-05,0.0,0,991,0,0.0,-1.0,-0.0001278812581199107,True
2024-01-03 04:45:00+00:00,345.329509202454,345.3572392638037,345.329509202454,345.3572392638037,606.9243353783231,-0.022085889570519157,-6.394676218879347e-05,0.0,0,991,0,0.0,-1.0,-0.0001278894354508342,True
2024-01-03 05:00:00+00:00,345.3055828220859,345.33515337423313,345.3055828220859,345.33515337423313,621.9856850715746,-0.022085889570576,-6.395085163890535e-05,0.0,0,991,0,0.0,-1.0,-0.00012789761382769882,True
2024-01-03 05:15:00+00:00,345.2816564417178,345.3130674846626,345.2816564417178,345.3130674846626,637.0470347648261,-0.022085889570519157,-6.395494161171023e-05,0.0,0,991,0,0.0,-1.0,-0.00012790579325061557,True
2024-01-03 05:30:00+00:00,345.2577300613497,345.29098159509203,345.2577300613497,345.29098159509203,652.1083844580777,-0.022085889570576,-6.395903210798526e-05,0.0,0,991,0,0.0,-1.0,-0.00012791397371969548,True
2024-01-03 05:45:00+00:00,345.2338036809816,345.2688957055215,345.2338036809816,345.2688957055215,667.1697341513293,-0.022085889570519157,-6.396312312728636e-05,0.0,0,991,0,0.0,-1.0,-0.00012792215523527162,True
2024-01-03 06:00:00+00:00,345.2098773006135,345.24680981595094,345.2098773006135,345.24680981595094,682.2310838445808,-0.022085889570576,-6.396721467027966e-05,0.0,0,991,0,0.0,-1.0,-0.00012793033779756602,True
2024-01-03 06:15:00+00:00,345.18595092024543,345.22472392638036,345.18595092024543,345.22472392638036,697.2924335378323,-0.022085889570576,-6.39713067366321e-05,0.0,0,991,0,0.0,-1.0,-0.00012793852140691175,True
2024-01-03 06:30:00+00:00,345.16202453987734,345.20263803680984,345.16202453987734,345.20263803680984,712.3537832310838,-0.022085889570519157,-6.397539932634366e-05,0.0,0,991,0,0.0,-1.0,-0.00012794670606297576,True
2024-01-03 06:45:00+00:00,345.13809815950924,345.18055214723927,345.13809815950924,345.18055214723927,727.4151329243354,-0.022085889570576,-6.39794924400805e-05,0.0,0,991,0,0.0,-1.0,-0.00012795489176642416,True
2024-01-03 07:00:00+00:00,345.11417177914115,345.15846625766875,345.11417177914115,345.15846625766875,742.476482617587,-0.022085889570519157,-6.398358607728749e-05,0.0,0,991,0,0.0,-1.0,-0.000127963078517368,True
2024-01-03 07:15:00+00:00,345.09024539877305,345.1363803680982,345.09024539877305,345.1363803680982,757.5378323108384,-0.022085889570576,-6.39876802387418e-05,0.0,0,991,0,0.0,-1.0,-0.00012797126631602929,True
2024-01-03 07:30:00+00:00,345.06631901840495,345.11429447852765,345.06631901840495,345.11429447852765,772.5991820040899,-0.022085889570519157,-6.399177492377728e-05,0.0,0,991,0,0.0,-1.0,-0.00012797945516251907,True
2024-01-03 07:45:00+00:00,345.04239263803686,345.0922085889571,345.04239263803686,345.0922085889571,787.6605316973414,-0.022085889570576,-6.399587013328212e-05,0.0,0,991,0,0.0,-1.0,-0.0001279876450570594,True
2024-01-03 08:00:00+00:00,345.0184662576687,345.0701226993865,345.0184662576687,345.0701226993865,802.721881390593,-0.022085889570576,-6.39999658667012e-05,0.0,0,991,0,0.0,-1.0,-0.00012799583599998332,True
2024-01-03 08:15:00+00:00,344.9945398773006,345.048036809816,344.9945398773006,345.048036809816,817.7832310838446,-0.022085889570519157,-6.40040621243676e-05,0.0,0,991,0,0.0,-1.0,-0.0001280040279910688,True
2024-01-03 08:30:00+00:00,344.9706134969325,345.0259509202454,344.9706134969325,345.0259509202454,832.8445807770961,-0.022085889570576,-6.40081589067254e-05,0.0,0,991,0,0.0,-1.0,-0.000128012221031093,True
2024-01-03 08:45:00+00:00,344.9466871165644,345.0038650306749,344.9466871165644,345.0038650306749,847.9059304703476,-0.022085889570519157,-6.401225621321949e-05,0.0,0,991,0,0.0,-1.0,-0.00012802041511994489,True
2024-01-03 09:00:00+00:00,344.9227607361963,344.9817791411043,344.9227607361963,344.9817791411043,862.9672801635991,-0.022085889570576,-6.401635404462702e-05,0.0,0,991,0,0.0,-1.0,-0.0001280286102578465,True
2024-01-03 09:15:00+00:00,344.8866666666667,344.92333333333335,344.8866666666667,344.92333333333335,619.7777777777778,-0.05844580777096553,-0.00016941708607476347,0.0,0,991,0,0.0,-1.0,-0.0002334334401193905,True
2024-01-03 09:30:00+00:00,344.7726666666667,344.7726666666667,344.7726666666667,344.7726666666667,235.13333333333333,-0.15066666666666606,-0.0004368120451887503,0.0,0,991,0,0.0,-1.0,-0.0006062291312635137,True
2024-01-03 09:45:00+00:00,344.2836363636364,344.2836363636364,344.2836363636364,344.2836363636364,509.5454545454545,-0.48903030303029027,-0.0014184137848233247,0.0,0,991,0,0.0,-1.0,-0.001855225830012075,True
2024-01-03 10:00:00+00:00,343.97777777777776,343.97777777777776,343.97777777777776,343.97777777777776,193.44444444444446,-0.3058585858586298,-0.0008883912958778106,0.0,0,991,0,0.0,-1.0,-0.0023068050807011353,True
2024-01-03 10:15:00+00:00,344.75,344.75,344.75,344.75,472.0,0.7722222222222399,0.0022449770657020363,0.0,0,991,0,0.0,0.0,0.0013565857698242256,True
2024-01-03 10:30:00+00:00,344.805,344.805,344.805,344.805,311.0,0.05500000000000682,0.0001595358955766013,344.805,0,991,0,0.0,1.0,0.0024045129612786376,True
2024-01-03 10:45:00+00:00,344.86,344.86,344.86,344.86,150.0,0.05500000000000682,0.00015951044793438562,0.0,0,991,0,0.0,1.0,0.00031904634351098693,True
2024-01-03 11:00:00+00:00,344.65233333333333,344.65233333333333,344.3686666666667,344.3686666666667,857.7,-0.49133333333332985,-0.0014247327417888922,0.0,0,989,0,-0.0020181634712411745,0.0,-0.0012652222938545066,True
2024-01-03 11:15:00+00:00,344.50483333333335,344.50483333333335,344.3136666666667,344.3136666666667,918.45,-0.05500000000000682,-0.0001597125561172419,-344.3136666666667,0,989,-1,0.0,-1.0,-0.001584445297906134,True
2024-01-03 11:30:00+00:00,344.3573333333333,344.3573333333333,344.25866666666667,344.25866666666667,979.2,-0.05500000000000682,-0.00015973806829239212,0.0,0,989,0,0.0,-1.0,-0.000319450624409634,True
2024-01-03 11:45:00+00:00,344.20983333333334,344.20983333333334,344.20366666666666,344.20366666666666,1039.95,-0.05500000000000682,-0.00015976358861946593,0.0,0,989,0,0.0,-1.0,-0.00031950165691185806,True
2024-01-03 12:00:00+00:00,344.5,344.5,343.99,343.99,1260.0,-0.21366666666665424,-0.0006207565094696887,0.0,0,989,0,0.0,-1.0,-0.0007805200980891547,True
2024-01-03 12:15:00+00:00,343.18399999999997,343.18399999999997,343.18399999999997,343.18399999999997,473.6,-0.80600000000004,-0.0023430913689352906,0.0,0,989,0,0.0,-1.0,-0.0029638478784049793,True
2024-01-03 12:30:00+00:00,342.1,342.1,342.06,342.06,494.5,-1.1239999999999668,-0.0032752109655460604,0.0,0,989,0,0.0,-1.0,-0.005618302334481351,True
2024-01-03 12:45:00+00:00,342.12857142857143,342.2714285714286,342.12857142857143,342.2714285714286,726.2857142857142,0.2114285714285984,0.0006181037579038318,0.0,0,989,0,0.0,0.0,-0.0026571072076422286,True
2024-01-03 13:00:00+00:00,346.29,346.29,342.153,342.3968,8545.0,0.12537142857138406,0.00036629241621088937,342.3968,0,989,0,0.0,1.0,0.0009843961741147211,True
2024-01-03 13:15:00+00:00,342.54645,342.6524,342.54645,342.6524,643.5,0.25560000000001537,0.0007465023037598328,0.0,0,990,0,0.0010111223458038054,1.0,0.0011127947199707222,True
2024-01-03 13:30:00+00:00,343.1931,343.1931,343.1931,343.1931,273.0,0.5407000000000153,0.0015779839861036482,0.0,0,992,0,0.002020202020202033,1.0,0.002324486289863481,True
2024-01-03 13:45:00+00:00,343.27506666666665,343.27506666666665,343.25506666666666,343.25506666666666,886.0,0.06196666666664896,0.00018055918567894125,0.0,0,992,0,0.0,1.0,0.0017585431717825895,True
2024-01-03 14:00:00+00:00,342.75,342.75,342.59,342.59,459.0,-0.6650666666666893,-0.001937529060022647,0.0,0,990,0,-0.0020161290322581182,0.0,-0.0017569698743437057,True
2024-01-03 14:15:00+00:00,342.33,342.4,342.25,342.26,2105.0,-0.3299999999999841,-0.0009632505327067387,-342.26,0,989,0,-0.0010101010101010166,-1.0,-0.0029007795927293856,True
2024-01-03 14:30:00+00:00,344.91,345.335,343.175,344.13,283418.0,1.8700000000000045,0.0054636825804943445,0.0,0,989,0,0.0,0.0,0.004500432047787606,True
2024-01-03 14:45:00+00:00,347.18,347.25,346.19,346.275,76230.0,2.144999999999982,0.006233109580681573,346.275,0,989,0,0.0,1.0,0.011696792161175917,True
2024-01-03 15:00:00+00:00,345.65,346.6,345.42,346.11,72816.0,-0.16499999999996362,-0.00047649989170450713,0.0,0,988,0,-0.0010111223458038054,0.0,0.005756609688977066,True
2024-01-03 15:15:00+00:00,344.045,344.38,343.98,344.34,34087.0,-1.7700000000000387,-0.005113981104273302,-344.34,-1,983,-5,-0.005060728744939236,-1.0,-0.005590480995977809,True
2024-01-03 15:30:00+00:00,345.04,345.16,344.91,344.9418,16772.0,0.6018000000000256,0.0017476912354068563,0.0,0,983,0,0.0,0.0,-0.0033662898688664455,True
2024-01-03 15:45:00+00:00,345.802,346.08,345.75,345.75,35239.0,0.8081999999999994,0.0023430039502316813,345.75,0,983,0,0.0,1.0,0.004090695185638538,True
2024-01-03 16:00:00+00:00,346.5,346.65,346.39,346.44,33827.0,0.6899999999999977,0.001995661605206145,0.0,0,985,0,0.0020345879959309254,1.0,0.004338665555437826,True
2024-01-03 16:15:00+00:00,345.88,345.99,345.5901,345.92,33754.0,-0.5199999999999818,-0.001500981410922475,0.0,0,984,0,-0.0010152284263958977,0.0,0.0004946801942836698,True
2024-01-03 16:30:00+00:00,345.67,345.76,345.45,345.58,32646.0,-0.34000000000003183,-0.000982886216466361,-345.58,0,983,0,-0.00101626016260159,-1.0,-0.002483867627388836,True
2024-01-03 16:45:00+00:00,345.42,345.45,345.2201,345.3,13505.0,-0.2799999999999727,-0.0008102320736153024,0.0,0,983,0,0.0,-1.0,-0.0017931182900816633,True
2024-01-03 17:00:00+00:00,344.38,344.4999,344.12,344.268,22075.0,-1.032000000000039,-0.002988705473501385,0.0,0,983,0,0.0,-1.0,-0.0037989375471166875,True
2024-01-03 17:15:00+00:00,344.22,344.24,344.05,344.12,11516.0,-0.1479999999999677,-0.0004298976378867003,0.0,0,983,0,0.0,-1.0,-0.0034186031113880855,True
2024-01-03 17:30:00+00:00,345.23,345.305,345.05,345.155,26089.0,1.0349999999999682,0.003007671742415452,0.0,0,983,0,0.0,0.0,0.0025777741045287517,True
2024-01-03 17:45:00+00:00,344.515,344.53,344.3838,344.4541,11812.0,-0.7008999999999901,-0.0020306818675667193,0.0,0,983,0,0.0,0.0,0.0009769898748487327,True
2024-01-03 18:00:00+00:00,344.88,345.205,344.86,344.86,26996.0,0.405900000000031,0.0011783863220093949,0.0,0,983,0,0.0,0.0,-0.0008522955455573245,True
2024-01-03 18:15:00+00:00,344.845,345.0,344.845,344.9063,13572.0,0.04629999999997381,0.000134257379806213,344.9063,0,983,0,0.0,1.0,0.0013126437018156079,True
2024-01-03 18:30:00+00:00,345.04,345.06,344.9201,344.93,18233.0,0.023700000000019372,6.871431458344013e-05,0.0,0,983,0,0.0,1.0,0.00020297169438965312,True
2024-01-03 18:45:00+00:00,344.68,344.9212,344.66,344.76,27574.0,-0.17000000000001592,-0.0004928536224741986,0.0,0,982,0,-0.0010172939979654627,0.0,-0.0004241393078907585,True
2024-01-03 19:00:00+00:00,345.62,346.2223,345.15,345.19,63134.0,0.4300000000000068,0.0012472444599140875,0.0,0,984,0,0.0020366598778003286,0.0,0.0007543908374398889,True
2024-01-03 19:15:00+00:00,345.225,345.225,344.87,344.87,11084.0,-0.3199999999999932,-0.0009270256959934553,0.0,0,983,0,-0.00101626016260159,0.0,0.0003202187639206322,True
2024-01-03 19:30:00+00:00,346.895,347.15,346.875,346.9,105678.0,2.0299999999999727,0.005886275988053358,0.0,0,989,0,0.006103763987792554,0.0,0.004959250292059902,True
2024-01-03 19:45:00+00:00,346.39,346.65,346.37,346.54,24771.0,-0.3599999999999568,-0.0010377630441048558,0.0,0,988,0,-0.0010111223458038054,0.0,0.004848512943948502,True
