,open,high,low,close,volume,close_change,return,previous_return,close_executed,close_executed_fixed,close_executed_differential,investment_value,investment_return_dollar,investment_return, investment_return_fixed ,crypto_fees,investment_return_adjusted
2024-01-07 09:15:00+00:00,44049.73947368421,44049.73947368421,44045.602868421054,44045.602868421054,0,-12.79663158,-0.000290447,-0.000737522,0,0,0,1075,0,0, -   , ,   
2024-01-07 09:30:00+00:00,44025.186842105264,44025.186842105264,44000.36721052631,44000.36721052631,0,-45.23565789,-0.001027019,-0.000290447,0,0,0,1075,0,0, -   , ,   
2024-01-07 09:45:00+00:00,43999.822,43999.822,43999.822,43999.822,0,-0.545210526,-1.24E-05,-0.001027019,0,0,0,1075,0,0, -   , ,   
2024-01-07 10:00:00+00:00,43977.33,43977.33,43977.33,43977.33,0,-22.492,-0.000511184,-1.24E-05,0,0,0,1075,0,0, -   , ,   
2024-01-07 10:15:00+00:00,43954.9,43954.9,43954.9,43954.9,0,-22.43,-0.000510036,-0.000511184,0,0,0,1075,0,0, -   , ,   
2024-01-07 10:30:00+00:00,43974.136,43974.136,43974.136,43974.136,0,19.235999999997148,0.00043763,-0.000510036,0,0,0,1075,0,0, -   , ,   
2024-01-07 10:45:00+00:00,44005.3275,44005.3275,43982.58225,43982.58225,1.7053500000000002e-05,8.446250000000873,0.000192073,0.00043763,43982.58225,43982.58225,0,1075,0,0, -   ,0.0015, (0.0015)
2024-01-07 11:00:00+00:00,43989.502,43989.502,43989.502,43989.502,0,6.919750000000931,0.000157329,0.000192073,0,0,0,1075,0,0, -   , ,   
2024-01-07 11:15:00+00:00,44022.9,44022.9,44022.9,44022.9,0,33.39800000000105,0.000759227,0.000157329,0,0,0,1076,0,0.000930233, 0.00093 , ,   
2024-01-07 11:30:00+00:00,44123.65633333333,44123.65633333333,44105.743500000004,44105.743500000004,0.001470207,82.84350000000268,0.001881827,0.000759227,0,0,0,1078,0,0.001858736, 0.00186 , ,   
2024-01-07 11:45:00+00:00,44104.128,44108.67,44096.058,44096.058,2.2738e-05,-9.6855,-0.000219597,0.001881827,0,0,0,1077,0,-0.000927644, (0.00093), ,   
2024-01-07 12:00:00+00:00,44089.1985,44089.1985,44089.1985,44089.1985,0,-6.8595,-0.000155558,-0.000219597,-44089.1985,-44089.1985,106,1077,2,0, -   ,0.0025, (0.0025)
2024-01-07 12:15:00+00:00,44072.67888,44072.67888,44072.67888,44072.67888,0,-16.519625,-0.000374686,-0.000155558,0,0,0,1077,0,0, -   , ,   
2024-01-07 12:30:00+00:00,44100.62,44100.62,44096.534999999996,44096.534999999996,0,23.85612499999843,0.000541291,-0.000374686,0,0,0,1077,0,0, -   , ,   
2024-01-07 12:45:00+00:00,44138.907,44138.907,44138.907,44138.907,0,42.37200000000303,0.000960892,0.000541291,44138.907,44138.907,0,1077,0,0, -   ,0.0015, (0.0015)
2024-01-07 13:00:00+00:00,44112.65,44112.65,44112.65,44112.65,0,-26.257,-0.000594872,0.000960892,0,0,0,1077,0,0, -   , ,   
2024-01-07 13:15:00+00:00,44269.498,44269.498,44269.498,44269.498,0,156.84799999999814,0.003555624,-0.000594872,0,0,0,1080,0,0.002785515, 0.00279 , ,   
2024-01-07 13:30:00+00:00,44385.4,44467.2515,44385.4,44467.2515,0.0098,197.7534999999989,0.004467037,0.003555624,0,0,0,1085,0,0.00462963, 0.00463 , ,   
2024-01-07 13:45:00+00:00,44409.925,44412.9335,44409.925,44412.9335,0,-54.318,-0.001221528,0.004467037,0,0,0,1084,0,-0.000921659, (0.00092), ,   
2024-01-07 14:00:00+00:00,44475.75,44475.75,44450.5,44462.3,0,49.366500000003725,0.001111534,-0.001221528,0,0,0,1085,0,0.000922509, 0.00092 , ,   
2024-01-07 14:15:00+00:00,44370.83066666667,44384.005,44370.83066666667,44384.005,0,-78.295,-0.00176093,0.001111534,0,0,0,1083,0,-0.001843318, (0.00184), ,   
2024-01-07 14:30:00+00:00,44367.633,44367.633,44367.633,44367.633,0,-16.372,-0.000368872,-0.00176093,-44367.633,-44367.633,228,1083,5,0, -   ,0.0025, (0.0025)
2024-01-07 14:45:00+00:00,44424.3,44424.3,44424.3,44424.3,0,56.66700000000128,0.001277215,-0.000368872,0,0,0,1083,0,0, -   , ,   
2024-01-07 15:00:00+00:00,44407.4885,44412.79275,44406.692500000005,44412.79275,0,-11.50725,-0.000259031,0.001277215,0,0,0,1083,0,0, -   , ,   
2024-01-07 15:15:00+00:00,44396.18763,44396.18763,44396.18763,44396.18763,0,-16.605125,-0.000373882,-0.000259031,0,0,0,1083,0,0, -   , ,   
2024-01-07 15:30:00+00:00,44236.8015,44236.8015,44236.8015,44236.8015,0,-159.386125,-0.003590086,-0.000373882,0,0,0,1083,0,0, -   , ,   
2024-01-07 15:45:00+00:00,44119.82,44119.82,44054.175,44054.175,0,-182.6265,-0.004128384,-0.003590086,0,0,0,1083,0,0, -   , ,   
2024-01-07 16:00:00+00:00,44114.45,44119.2825,44091.9665,44119.2825,0,65.10749999999825,0.001477896,-0.004128384,0,0,0,1083,0,0, -   , ,   
2024-01-07 16:15:00+00:00,44138.532,44164.8365,44138.532,44164.8365,0,45.55399999999645,0.001032519,0.001477896,44164.8365,44164.8365,0,1083,0,0, -   ,0.0015, (0.0015)
2024-01-07 16:30:00+00:00,44198.92,44215.428,44195.701,44195.701,0.000274959,30.864500000003318,0.000698848,0.001032519,0,0,0,1084,0,0.000923361, 0.00092 , ,   
2024-01-07 16:45:00+00:00,44126.403333333335,44126.403333333335,44094.68666666667,44094.68666666667,1.5158666666666668e-05,-101.0143333,-0.002285614,0.000698848,0,0,0,1081,0,-0.002767528, (0.00277), ,   
2024-01-07 17:00:00+00:00,43946.4945,43962.3,43946.4945,43946.4945,0.000334511,-148.1921667,-0.003360772,-0.002285614,-43946.4945,-43946.4945,-218,1077,-5,-0.003700278, (0.00370),0.0025, (0.0062)
2024-01-07 17:15:00+00:00,44007.241,44052.291,44007.241,44052.291,0,105.79649999999674,0.002407393,-0.003360772,0,0,0,1077,0,0, -   , ,   
2024-01-07 17:30:00+00:00,44025.20416666667,44030.34383333333,44025.20416666667,44030.34383333333,0,-21.94716667,-0.000498207,0.002407393,0,0,0,1077,0,0, -   , ,   
2024-01-07 17:45:00+00:00,44026.7915,44049.43,44026.7915,44047.9645,4.5476e-05,17.620666666669422,0.000400194,-0.000498207,0,0,0,1077,0,0, -   , ,   
2024-01-07 18:00:00+00:00,44089.63533333333,44108.996,44089.63533333333,44103.14166666667,5.027933333333333e-05,55.17716667,0.001252661,0.000400194,44103.14166666667,44103.14167,0,1077,0,0, -   ,0.0015, (0.0015)
2024-01-07 18:15:00+00:00,44174.29,44174.29,44174.29,44174.29,0,71.14833333333081,0.001613226,0.001252661,0,0,0,1079,0,0.00185701, 0.00186 , ,   
2024-01-07 18:30:00+00:00,44150.225,44150.225,44150.225,44150.225,0,-24.065,-0.000544774,0.001613226,0,0,0,1079,0,0, -   , ,   
2024-01-07 18:45:00+00:00,44190.565,44190.565,44190.565,44190.565,0,40.34000000000378,0.000913699,-0.000544774,0,0,0,1080,0,0.000926784, 0.00093 , ,   
2024-01-07 19:00:00+00:00,44115.365125000004,44115.365125000004,44115.365125000004,44115.365125000004,0,-75.199875,-0.001701718,0.000913699,0,0,0,1078,0,-0.001851852, (0.00185), ,   
2024-01-07 19:15:00+00:00,44098.8245,44098.8245,44098.8245,44098.8245,0,-16.540625,-0.00037494,-0.001701718,-44098.8245,-44098.8245,-4,1077,0,-0.000927644, (0.00093),0.0025, (0.0034)
2024-01-07 19:30:00+00:00,44160.5125,44160.5125,44156.47758333333,44157.74358333333,0.029410225166666665,58.91908333332685,0.001336069,-0.00037494,0,0,0,1077,0,0, -   , ,   
2024-01-07 19:45:00+00:00,44249.33,44249.33,44226.855,44235.7105,2.2738e-05,77.96691666667175,0.001765645,0.001336069,44235.7105,44235.7105,0,1077,0,0, -   ,0.0015, (0.0015)
2024-01-07 20:00:00+00:00,44272.765,44272.765,44272.765,44272.765,0,37.05449999999837,0.00083766,0.001765645,0,0,0,1078,0,0.000928505, 0.00093 , ,   
2024-01-07 20:15:00+00:00,44249.916666666664,44249.916666666664,44236.762833333334,44236.762833333334,0,-36.00216667,-0.00081319,0.00083766,0,0,0,1077,0,-0.000927644, (0.00093), ,   
2024-01-07 20:30:00+00:00,44222.8685,44225.14925,44222.8685,44225.14925,0,-11.61358333,-0.000262532,-0.00081319,-44225.14925,-44225.14925,-10,1077,0,0, -   ,0.0025, (0.0025)
2024-01-07 20:45:00+00:00,44214.316,44224.316,44187.936499999996,44202.909,0.001036369,-22.24025,-0.000502887,-0.000262532,0,0,0,1077,0,0, -   , ,   
2024-01-07 21:00:00+00:00,44157.334,44162.881,44157.334,44162.881,0,-40.028,-0.000905551,-0.000502887,0,0,0,1077,0,0, -   , ,   
2024-01-07 21:15:00+00:00,44237.632333333335,44237.632333333335,44237.632333333335,44237.632333333335,0,74.75133333,0.001692628,-0.000905551,0,0,0,1077,0,0, -   , ,   
2024-01-07 21:30:00+00:00,44253.254,44253.254,44253.254,44253.254,0,15.621666666665988,0.000353131,0.001692628,44253.254,44253.254,0,1077,0,0, -   ,0.0015, (0.0015)
2024-01-07 21:45:00+00:00,44210.210999999996,44220.816,44204.541,44211.945,1.1369e-05,-41.309,-0.000933468,0.000353131,0,0,0,1076,0,-0.000928505, (0.00093), ,   
2024-01-07 22:00:00+00:00,44240.055,44240.055,44240.055,44240.055,0,28.110000000000582,0.000635801,-0.000933468,0,0,0,1077,0,0.000929368, 0.00093 , ,   
2024-01-07 22:15:00+00:00,44169.824,44169.824,44157.223999999995,44157.223999999995,0,-82.831,-0.001872308,0.000635801,0,0,0,1075,0,-0.00185701, (0.00186), ,   
2024-01-07 22:30:00+00:00,44012.8,44012.8,44012.8,44012.8,0,-144.424,-0.003270677,-0.001872308,-44012.8,-44012.8,-240,1071,-5,-0.00372093, (0.00372),0.0025, (0.0062)
2024-01-07 22:45:00+00:00,43946.96,43946.96,43946.96,43946.96,0,-65.84,-0.001495928,-0.003270677,0,0,0,1071,0,0, -   , ,   
2024-01-07 23:00:00+00:00,43872.8295,43910.71,43872.8295,43910.71,0,-36.25,-0.000824858,-0.001495928,0,0,0,1071,0,0, -   , ,   
2024-01-07 23:15:00+00:00,44008.05,44008.05,43997.301,43997.301,0,86.59100000000035,0.001971979,-0.000824858,0,0,0,1071,0,0, -   , ,   
2024-01-07 23:30:00+00:00,43830.2105,43838.900499999996,43811.51383333333,43811.51383333333,0.0014,-185.7871667,-0.004222695,0.001971979,0,0,0,1071,0,0, -   , ,   
2024-01-07 23:45:00+00:00,43700.4345,43700.4345,43700.4345,43700.4345,0,-111.0793333,-0.002535391,-0.004222695,0,0,0,1071,0,0, -   , ,   
2024-01-08 00:00:00+00:00,43930.3515,43930.3515,43930.3515,43930.3515,0,229.917,0.005261206,-0.002535391,0,0,0,1071,0,0, -   , ,   
2024-01-08 00:15:00+00:00,43872.52,43872.52,43872.52,43872.52,0,-57.8315,-0.001316436,0.005261206,0,0,0,1071,0,0, -   , ,   
2024-01-08 00:30:00+00:00,43850.205,43851.589,43850.205,43851.589,0,-20.931,-0.000477087,-0.001316436,0,0,0,1071,0,0, -   , ,   
2024-01-08 00:45:00+00:00,43753.07,43753.07,43753.07,43753.07,0,-98.519,-0.002246646,-0.000477087,0,0,0,1071,0,0, -   , ,   
2024-01-08 01:00:00+00:00,43673.61,43673.61,43673.61,43673.61,0,-79.46,-0.001816101,-0.002246646,0,0,0,1071,0,0, -   , ,   
2024-01-08 01:15:00+00:00,43798.30125,43798.30125,43788.17031,43788.17031,0,114.56031249999796,0.002623102,-0.001816101,0,0,0,1071,0,0, -   , ,   
2024-01-08 01:30:00+00:00,43799.89613,43799.89613,43799.13138,43799.13138,0,10.961062499998661,0.00025032,0.002623102,43799.13138,43799.13138,0,1071,0,0, -   ,0.0015, (0.0015)
2024-01-08 01:45:00+00:00,43713.99,43713.99,43713.99,43713.99,0,-85.141375,-0.001943906,0.00025032,0,0,0,1069,0,-0.001867414, (0.00187), ,   
2024-01-08 02:00:00+00:00,43723.635,43726.08088,43719.009,43726.08088,0.000278043,12.090875000001688,0.000276591,-0.001943906,0,0,0,1069,0,0, -   , ,   
2024-01-08 02:15:00+00:00,43699.675,43699.675,43699.675,43699.675,0,-26.405875,-0.000603893,0.000276591,0,0,0,1069,0,0, -   , ,   
2024-01-08 02:30:00+00:00,43678.383,43678.383,43678.383,43678.383,0.000350128,-21.292,-0.000487235,-0.000603893,-43678.383,-43678.383,-120,1068,-2,-0.000935454, (0.00094),0.0025, (0.0034)
2024-01-08 02:45:00+00:00,43519.545,43520.335,43498.8275,43499.6175,0,-178.7655,-0.004092768,-0.000487235,0,0,0,1068,0,0, -   , ,   
2024-01-08 03:00:00+00:00,43377.605,43377.605,43377.605,43377.605,0,-122.0125,-0.00280491,-0.004092768,0,0,0,1068,0,0, -   , ,   
2024-01-08 03:15:00+00:00,43378.673,43378.673,43378.673,43378.673,0,1.0679999999993015,2.462099970701459e-05,-0.00280491,0,0,0,1068,0,0, -   , ,   
2024-01-08 03:30:00+00:00,43304.385,43304.385,43304.385,43304.385,0,-74.288,-0.001712547,2.462099970701459e-05,0,0,0,1068,0,0, -   , ,   
2024-01-08 03:45:00+00:00,43511.31,43511.31,43500.865,43500.865,1.15105e-05,196.47999999999593,0.004537185,-0.001712547,0,0,0,1068,0,0, -   , ,   
2024-01-08 04:00:00+00:00,43520.276,43520.276,43516.9664,43516.9664,0,16.101399999999558,0.00037014,0.004537185,43516.9664,43516.9664,0,1068,0,0, -   ,0.0015, (0.0015)
2024-01-08 04:15:00+00:00,43554.56013,43554.56013,43554.56013,43554.56013,0,37.59372500000609,0.000863887,0.00037014,0,0,0,1069,0,0.00093633, 0.00094 , ,   
2024-01-08 04:30:00+00:00,43542.19125,43542.19125,43542.19125,43542.19125,0,-12.368875,-0.000283986,0.000863887,0,0,0,1069,0,0, -   , ,   
2024-01-08 04:45:00+00:00,43566.1735,43566.1735,43566.1735,43566.1735,0,23.982249999993655,0.000550782,-0.000283986,0,0,0,1069,0,0, -   , ,   
2024-01-08 05:00:00+00:00,43619.4935,43619.4935,43619.4935,43619.4935,0,53.31999999999971,0.001223885,0.000550782,0,0,0,1071,0,0.001870907, 0.00187 , ,   
2024-01-08 05:15:00+00:00,43622.051666666666,43622.051666666666,43622.051666666666,43622.051666666666,0,2.558166666669422,5.864732626181812e-05,0.001223885,0,0,0,1071,0,0, -   , ,   
2024-01-08 05:30:00+00:00,43538.6235,43538.6235,43538.6235,43538.6235,0,-83.42816667,-0.001912523,5.864732626181812e-05,0,0,0,1069,0,-0.001867414, (0.00187), ,   
2024-01-08 05:45:00+00:00,43616.64,43616.64,43589.97,43596.0185,0.0001,57.395,0.001318255,-0.001912523,0,0,0,1070,0,0.000935454, 0.00094 , ,   
2024-01-08 06:00:00+00:00,43661.5,43661.5,43661.5,43661.5,0,65.48150000000169,0.001502006,0.001318255,0,0,0,1072,0,0.001869159, 0.00187 , ,   
2024-01-08 06:15:00+00:00,43653.9025,43653.9025,43653.9025,43653.9025,0,-7.5975,-0.000174009,0.001502006,0,0,0,1072,0,0, -   , ,   
2024-01-08 06:30:00+00:00,44158.384,44158.384,44150.8485,44150.8485,0,496.94600000000355,0.011383770328437404,-0.000174009,0,0,0,1084,0,0.011194029850746245, 0.01119 , ,   
2024-01-08 06:45:00+00:00,44019.85,44019.85,44008.215,44008.215,0,-142.6335,-0.003230595,0.011383770328437404,0,0,0,1080,0,-0.003690037, (0.00369), ,   
2024-01-08 07:00:00+00:00,43924.9375,43924.9375,43917.5225,43917.5225,0,-90.6925,-0.002060808,-0.003230595,-43917.5225,-43917.5225,400,1078,9,-0.001851852, (0.00185),0.0025, (0.0044)
2024-01-08 07:15:00+00:00,44068.54,44068.54,44041.638,44041.638,0,124.11549999999988,0.002826104,-0.002060808,0,0,0,1078,0,0, -   , ,   
2024-01-08 07:30:00+00:00,43944.114499999996,43952.32,43936.6695,43944.875,0,-96.763,-0.00219708,0.002826104,0,0,0,1078,0,0, -   , ,   
2024-01-08 07:45:00+00:00,43887.989,43887.989,43887.989,43887.989,0,-56.886,-0.001294485,-0.00219708,0,0,0,1078,0,0, -   , ,   
2024-01-08 08:00:00+00:00,43985.27,43985.27,43985.27,43985.27,0,97.281,0.002216575,-0.001294485,0,0,0,1078,0,0, -   , ,   
2024-01-08 08:15:00+00:00,44029.11,44034.26,44025.65,44025.65,0,40.38000000000466,0.000918035,0.002216575,44025.65,44025.65,0,1078,0,0, -   ,0.0015, (0.0015)
2024-01-08 08:30:00+00:00,44005.513333333336,44005.513333333336,44005.513333333336,44005.513333333336,0,-20.13666667,-0.000457385,0.000918035,0,0,0,1078,0,0, -   , ,   
2024-01-08 08:45:00+00:00,43960,43960,43935.8445,43935.8445,2.3021e-05,-69.66883333,-0.001583184,-0.000457385,-43935.8445,-43935.8445,-89,1076,-2,-0.001855288, (0.00186),0.0025, (0.0044)
2024-01-08 09:00:00+00:00,43898.435,43898.435,43898.435,43898.435,0,-37.4095,-0.000851457,-0.001583184,0,0,0,1076,0,0, -   , ,   
2024-01-08 09:15:00+00:00,43917.4285,43917.4285,43917.4285,43917.4285,0,18.993500000004133,0.000432669,-0.000851457,0,0,0,1076,0,0, -   , ,   
2024-01-08 09:30:00+00:00,43862.09925,43862.09925,43862.09925,43862.09925,0,-55.32925,-0.001259847,0.000432669,0,0,0,1076,0,0, -   , ,   
2024-01-08 09:45:00+00:00,43871.496,43897.3015,43871.496,43897.3015,0,35.202250000002095,0.000802566,-0.001259847,0,0,0,1076,0,0, -   , ,   
2024-01-08 10:00:00+00:00,43765.73338,43765.73338,43760.566999999995,43760.566999999995,0,-136.7345,-0.003114873,0.000802566,0,0,0,1076,0,0, -   , ,   
2024-01-08 10:15:00+00:00,43841.84,43858.038,43841.84,43858.038,0,97.471,0.002227371,-0.003114873,0,0,0,1076,0,0, -   , ,   
2024-01-08 10:30:00+00:00,44032.7835,44046.3165,44032.7835,44046.3165,0,188.27850000000035,0.004292907,0.002227371,44046.3165,44046.3165,0,1076,0,0, -   ,0.0015, (0.0015)
2024-01-08 10:45:00+00:00,44026.8,44026.8,44002.55,44010.15,2.3021e-05,-36.1665,-0.000821102,0.004292907,0,0,0,1075,0,-0.000929368, (0.00093), ,   
2024-01-08 11:00:00+00:00,44113.08488,44121.36713,44113.08488,44121.36713,0,111.21712499999558,0.002527079,-0.000821102,0,0,0,1078,0,0.002790698, 0.00279 , ,   
2024-01-08 11:15:00+00:00,44180.11,44180.11,44163.495,44163.495,0,42.12787500000559,0.000954818,0.002527079,0,0,0,1079,0,0.000927644, 0.00093 , ,   
2024-01-08 11:30:00+00:00,44202.6375,44209.365,44202.6375,44209.365,0,45.86999999999534,0.001038641,0.000954818,0,0,0,1080,0,0.000926784, 0.00093 , ,   
2024-01-08 11:45:00+00:00,44314.535,44314.535,44314.535,44314.535,0,105.17000000000553,0.002378908,0.001038641,0,0,0,1082,0,0.001851852, 0.00185 , ,   
2024-01-08 12:00:00+00:00,44727.66,44727.66,44727.66,44727.66,0,413.125,0.009322562,0.002378908,0,0,0,1093,0,0.010166358595194103, 0.01017 , ,   
2024-01-08 12:15:00+00:00,45140.419,45171.9035,45140.419,45171.9035,9.8338e-05,444.24349999999686,0.009932187,0.009322562,0,0,0,1103,0,0.009149131, 0.00915 , ,   
2024-01-08 12:30:00+00:00,44660.9,44700.01,44660.9,44678.07,0,-493.8335,-0.010932315,0.009932187,0,0,0,1091,0,-0.01087942, (0.01088), ,   
2024-01-08 12:45:00+00:00,44946.6,44946.6,44943.785,44943.785,0,265.7150000000038,0.005947325,-0.010932315,0,0,0,1098,0,0.006416132, 0.00642 , ,   
2024-01-08 13:00:00+00:00,45188.835,45212.6925,45188.835,45212.6925,0,268.9074999999939,0.005983197,0.005947325,0,0,0,1104,0,0.005464481, 0.00546 , ,   
2024-01-08 13:15:00+00:00,45119.06,45154.073,45119.06,45154.073,0,-58.6195,-0.001296528,0.005983197,0,0,0,1103,0,-0.000905797, (0.00091), ,   
2024-01-08 13:30:00+00:00,45116.0545,45116.0545,45116.0545,45116.0545,0,-38.0185,-0.000841973,-0.001296528,-45116.0545,-45116.0545,1069,1102,26,-0.000906618, (0.00091),0.0025, (0.0034)
2024-01-08 13:45:00+00:00,45047.632,45047.632,45031.5435,45031.5435,0,-84.511,-0.001873191,-0.000841973,0,0,0,1102,0,0, -   , ,   
2024-01-08 14:00:00+00:00,44988.630999999994,44994.89825,44986.22675,44992.494,0,-39.0495,-0.000867159,-0.001873191,0,0,0,1102,0,0, -   , ,   
2024-01-08 14:15:00+00:00,45023.85,45023.85,45023.85,45023.85,0,31.355999999999767,0.000696916,-0.000867159,0,0,0,1102,0,0, -   , ,   
2024-01-08 14:30:00+00:00,45027.82,45058.017,45027.82,45058.017,0,34.16700000000128,0.000758864,0.000696916,45058.017,45058.017,0,1102,0,0, -   ,0.0015, (0.0015)
2024-01-08 14:45:00+00:00,45103.975,45103.975,45103.975,45103.975,0,45.95799999999872,0.001019974,0.000758864,0,0,0,1103,0,0.000907441, 0.00091 , ,   
2024-01-08 15:00:00+00:00,44845.684,44845.684,44845.684,44845.684,0,-258.291,-0.005726568,0.001019974,0,0,0,1097,0,-0.00543971, (0.00544), ,   
2024-01-08 15:15:00+00:00,44841.8305,44876.947,44841.8305,44876.947,0,31.26299999999901,0.000697124,-0.005726568,0,0,0,1098,0,0.000911577, 0.00091 , ,   
2024-01-08 15:30:00+00:00,44808.3,44808.3,44808.3,44808.3,0,-68.647,-0.001529672,0.000697124,0,0,0,1096,0,-0.001821494, (0.00182), ,   
2024-01-08 15:45:00+00:00,44986.05,44986.05,44986.05,44986.05,0,177.75,0.003966899,-0.001529672,0,0,0,1100,0,0.003649635, 0.00365 , ,   
2024-01-08 16:00:00+00:00,45041.3345,45041.3345,45041.3345,45041.3345,0,55.284499999994296,0.001228925,0.003966899,0,0,0,1102,0,0.001818182, 0.00182 , ,   
2024-01-08 16:15:00+00:00,45046.348,45046.348,45014.36,45014.36,0,-26.9745,-0.000598883,0.001228925,0,0,0,1101,0,-0.000907441, (0.00091), ,   
2024-01-08 16:30:00+00:00,45095.2235,45106.375,45089.4,45106.375,0.004602964,92.01499999999942,0.002044125,-0.000598883,0,0,0,1103,0,0.00181653, 0.00182 , ,   
2024-01-08 16:45:00+00:00,44963.0385,44977.76,44948.582,44957.085,2.3021e-05,-149.29,-0.003309732,0.002044125,0,0,0,1100,0,-0.002719855, (0.00272), ,   
2024-01-08 17:00:00+00:00,45020.81,45020.81,44989.2,44989.2,0.000326646,32.11499999999796,0.000714348,-0.003309732,0,0,0,1100,0,0, -   , ,   
2024-01-08 17:15:00+00:00,45204.715,45204.715,45139.1,45149.7515,0.001571591,160.5515000000014,0.003568668,0.000714348,0,0,0,1104,0,0.003636364, 0.00364 , ,   
2024-01-08 17:30:00+00:00,45327.5205,45333.38,45327.5205,45333.38,0,183.6284999999989,0.004067099,0.003568668,0,0,0,1109,0,0.004528986, 0.00453 , ,   
2024-01-08 17:45:00+00:00,45427.695,45427.695,45427.695,45427.695,0,94.31500000000233,0.002080476,0.004067099,0,0,0,1111,0,0.001803427, 0.00180 , ,   
2024-01-08 18:00:00+00:00,45728.21,45824.42,45728.21,45824.42,0,396.72499999999854,0.008733109,0.002080476,0,0,0,1121,0,0.0090009, 0.00900 , ,   
2024-01-08 18:15:00+00:00,45932,45996.43,45932,45968.2465,0.001945666,143.82650000000285,0.003138643,0.008733109,0,0,0,1124,0,0.002676182, 0.00268 , ,   
2024-01-08 18:30:00+00:00,46049.67,46124.2,46049.67,46093.555,0.0053,125.30849999999919,0.00272598,0.003138643,0,0,0,1127,0,0.002669039, 0.00267 , ,   
2024-01-08 18:45:00+00:00,46895.05,46907.112,46812.209,46835.6045,0.072157696,742.0495,0.016098769122928402,0.00272598,0,0,0,1146,0,0.016858917, 0.01686 , ,   
2024-01-08 19:00:00+00:00,47060.675,47060.675,46966.0145,46966.0145,0.000434833,130.40999999999622,0.00278442,0.016098769122928402,0,0,0,1149,0,0.002617801, 0.00262 , ,   
2024-01-08 19:15:00+00:00,47177.17,47253.6,47125.8065,47125.8065,5.7862e-05,159.79200000000128,0.00340229,0.00278442,0,0,0,1153,0,0.003481288, 0.00348 , ,   
2024-01-08 19:30:00+00:00,46761.29,46778.335,46761.29,46778.335,0,-347.4715,-0.007373274,0.00340229,0,0,0,1144,0,-0.007805724, (0.00781), ,   
2024-01-08 19:45:00+00:00,46870.99,46903.0735,46870.99,46903.0735,0.17986768,124.73849999999948,0.002666587,-0.007373274,0,0,0,1147,0,0.002622378, 0.00262 , ,   
2024-01-08 20:00:00+00:00,47044.123,47044.123,47030.675,47030.675,0,127.60150000000431,0.002720536,0.002666587,0,0,0,1150,0,0.002615519, 0.00262 , ,   
2024-01-08 20:15:00+00:00,47045.2285,47045.2285,47045.2285,47045.2285,0,14.553499999994528,0.000309447,0.002720536,0,0,0,1151,0,0.000869565, 0.00087 , ,   
2024-01-08 20:30:00+00:00,47011.34,47048.569,47011.34,47033.113,0,-12.1155,-0.000257529,0.000309447,0,0,0,1150,0,-0.00086881, (0.00087), ,   
2024-01-08 20:45:00+00:00,46941.367249999996,46964.100999999995,46897.40375,46941.86,0.007725199,-91.253,-0.001940186,-0.000257529,-46941.86,-46941.86,1883,1148,46,-0.00173913, (0.00174),0.0025, (0.0042)
2024-01-08 21:00:00+00:00,46787.479250000004,46787.479250000004,46776.123,46776.123,0,-165.737,-0.003530687,-0.001940186,0,0,0,1148,0,0, -   , ,   
2024-01-08 21:15:00+00:00,46924.0055,46955.95,46924.0055,46955.95,0,179.8269999999975,0.003844419,-0.003530687,0,0,0,1148,0,0, -   , ,   
2024-01-08 21:30:00+00:00,46939.64,46939.64,46939.64,46939.64,0,-16.31,-0.000347347,0.003844419,0,0,0,1148,0,0, -   , ,   
2024-01-08 21:45:00+00:00,47236.51,47236.51,47236.51,47236.51,0,296.8700000000026,0.006324505,-0.000347347,0,0,0,1148,0,0, -   , ,   
2024-01-08 22:00:00+00:00,47163.115,47163.115,47087.955,47087.955,0,-148.555,-0.003144919,0.006324505,0,0,0,1148,0,0, -   , ,   
2024-01-08 22:15:00+00:00,47032.2925,47032.2925,47032.2925,47032.2925,0,-55.6625,-0.001182096,-0.003144919,0,0,0,1148,0,0, -   , ,   
2024-01-08 22:30:00+00:00,47011.3685,47011.3685,47011.3685,47011.3685,0,-20.924,-0.000444886,-0.001182096,0,0,0,1148,0,0, -   , ,   
2024-01-08 22:45:00+00:00,46977.74,47014.469,46977.74,46996.75,2.3021e-05,-14.6185,-0.000310957,-0.000444886,0,0,0,1148,0,0, -   , ,   
2024-01-08 23:00:00+00:00,47019.3745,47019.3745,46987.8675,46987.8675,0,-8.8825,-0.000189002,-0.000310957,0,0,0,1148,0,0, -   , ,   
2024-01-08 23:15:00+00:00,47090.25,47090.25,47090.25,47090.25,0,102.38249999999971,0.002178914,-0.000189002,0,0,0,1148,0,0, -   , ,   
2024-01-08 23:30:00+00:00,46997.52250000001,46997.52250000001,46994.94125,46994.94125,0,-95.30875,-0.002023959,0.002178914,0,0,0,1148,0,0, -   , ,   
2024-01-08 23:45:00+00:00,46929.4715,46935.6115,46916.276249999995,46917.38075,6.15105e-05,-77.5605,-0.001650401,-0.002023959,0,0,0,1148,0,0, -   , ,   
2024-01-09 00:00:00+00:00,46987.99,46987.99,46987.99,46987.99,0,70.60925000000134,0.00150497,-0.001650401,0,0,0,1148,0,0, -   , ,   
2024-01-09 00:15:00+00:00,47172.6075,47172.6075,47172.6075,47172.6075,0,184.6175000000003,0.003929036,0.00150497,47172.6075,47172.6075,0,1148,0,0, -   ,0.0015, (0.0015)
