,open,high,low,close,volume,close_change,return,previous_return,close_executed,close_executed_fixed,close_executed_differential,investment_value,investment_return_dollar,investment_return, investment_return_fixed ,crypto_fees,investment_return_adjusted
2024-06-02 08:30:00+00:00,67725.98,67743.337,67720.8845,67743.337,0,32.630999999993946,0.000481918,0.00044172,67743.337,67743.337,0,1639,0,0, -   ,0.0015, (0.0015)
2024-06-02 08:45:00+00:00,67762.45,67773.29,67762.45,67773.29,0,29.952999999994063,0.000442154,0.000481918,0,0,0,1640,0,0.000610128, 0.00061 , ,   
2024-06-02 09:00:00+00:00,67720.25,67722.12,67717.6155,67722.12,0,-51.17,-0.000755017,0.000442154,0,0,0,1638,0,-0.001219512, (0.00122), ,   
2024-06-02 09:15:00+00:00,67685.51725,67685.51725,67685.51725,67685.51725,0,-36.60275,-0.000540484,-0.000755017,-67685.51725,-67685.51725,-57,1637,-1,-0.000610501, (0.00061),0.0025, (0.0031)
2024-06-02 09:30:00+00:00,67539.38,67539.38,67508.98,67508.98,0,-176.53725,-0.002608198,-0.000540484,0,0,0,1637,0,0, -   , ,   
2024-06-02 09:45:00+00:00,67418.72,67418.72,67418.72,67418.72,0,-90.26,-0.001337007,-0.002608198,0,0,0,1637,0,0, -   , ,   
2024-06-02 10:00:00+00:00,67503.48479999999,67503.48479999999,67503.48479999999,67503.48479999999,0,84.76479999998992,0.001257289,-0.001337007,0,0,0,1637,0,0, -   , ,   
2024-06-02 10:15:00+00:00,67433.16714285714,67433.16714285714,67419.42010714285,67419.42010714285,0,-84.06469286,-0.001245339,0.001257289,0,0,0,1637,0,0, -   , ,   
2024-06-02 10:30:00+00:00,67442.904,67456.72458333333,67425.55608333333,67429.02625,0,9.606142857141094,0.000142483,-0.001245339,0,0,0,1637,0,0, -   , ,   
2024-06-02 10:45:00+00:00,67511.627,67511.627,67511.627,67511.627,0,82.60074999999779,0.001225003,0.000142483,67511.627,67511.627,0,1637,0,0, -   ,0.0015, (0.0015)
2024-06-02 11:00:00+00:00,67498.919,67498.919,67498.919,67498.919,0,-12.708,-0.000188234,0.001225003,0,0,0,1637,0,0, -   , ,   
2024-06-02 11:15:00+00:00,67518.75833333333,67518.75833333333,67518.75833333333,67518.75833333333,0,19.83933333333698,0.000293921,-0.000188234,0,0,0,1638,0,0.000610874, 0.00061 , ,   
2024-06-02 11:30:00+00:00,67595.10575,67595.10575,67595.10575,67595.10575,0,76.34741666667105,0.001130759,0.000293921,0,0,0,1639,0,0.000610501, 0.00061 , ,   
2024-06-02 11:45:00+00:00,67734.6485,67734.6485,67734.6485,67734.6485,0,139.54274999999325,0.002064391,0.001130759,0,0,0,1643,0,0.002440513, 0.00244 , ,   
2024-06-02 12:00:00+00:00,68271.35,68271.35,68271.35,68271.35,0,536.7015000000101,0.007923589,0.002064391,0,0,0,1656,0,0.007912355, 0.00791 , ,   
2024-06-02 12:15:00+00:00,68091.54999999999,68091.54999999999,68088.3225,68088.3225,0,-183.0275,-0.002680883,0.007923589,0,0,0,1651,0,-0.003019324, (0.00302), ,   
2024-06-02 12:30:00+00:00,68028.59666666666,68044.58833333333,68028.59666666666,68044.58833333333,0,-43.73416667,-0.000642315,-0.002680883,-68044.58833,-68044.58833,532,1650,12,-0.000605694, (0.00061),0.0025, (0.0031)
2024-06-02 12:45:00+00:00,68041.9935,68070.3955,68041.9935,68061.93,0,17.341666666659876,0.000254857,-0.000642315,0,0,0,1650,0,0, -   , ,   
2024-06-02 13:00:00+00:00,67924.15,67924.15,67924.15,67924.15,0,-137.78,-0.002024333,0.000254857,0,0,0,1650,0,0, -   , ,   
2024-06-02 13:15:00+00:00,67879.3,67897.35,67879.3,67886.4365,0,-37.7135,-0.00055523,-0.002024333,0,0,0,1650,0,0, -   , ,   
2024-06-02 13:30:00+00:00,68005.6495,68005.6495,68005.6495,68005.6495,0,119.21300000000338,0.001756065,-0.00055523,0,0,0,1650,0,0, -   , ,   
2024-06-02 13:45:00+00:00,68031.99,68031.99,68031.99,68031.99,0,26.340500000005704,0.000387328,0.001756065,68031.99,68031.99,0,1650,0,0, -   ,0.0015, (0.0015)
2024-06-02 14:00:00+00:00,68128.97975,68128.97975,68116.337,68116.337,0,84.347,0.001239814,0.000387328,0,0,0,1652,0,0.001212121, 0.00121 , ,   
2024-06-02 14:15:00+00:00,68102.7598,68102.7598,68102.7598,68102.7598,0,-13.5772,-0.000199324,0.001239814,0,0,0,1652,0,0, -   , ,   
2024-06-02 14:30:00+00:00,68211.33,68266.5225,68211.33,68266.5225,0,163.7627000000066,0.002404641,-0.000199324,0,0,0,1656,0,0.002421308, 0.00242 , ,   
2024-06-02 14:45:00+00:00,68131.035,68131.035,68090.161,68090.161,0,-176.3615,-0.002583426,0.002404641,0,0,0,1652,0,-0.002415459, (0.00242), ,   
2024-06-02 15:00:00+00:00,68236.65,68236.65,68190.9015,68190.9015,0,100.74050000001444,0.001479516,-0.002583426,0,0,0,1654,0,0.001210654, 0.00121 , ,   
2024-06-02 15:15:00+00:00,68069.5,68104.87,68069.5,68104.87,0.084452095,-86.0315,-0.001261627,0.001479516,0,0,0,1652,0,-0.00120919, (0.00121), ,   
2024-06-02 15:30:00+00:00,68061.3645,68063.21025,68054.68125,68054.68125,0,-50.18875,-0.000736933,-0.001261627,-68054.68125,-68054.68125,22,1651,0,-0.000605327, (0.00061),0.0025, (0.0031)
2024-06-02 15:45:00+00:00,68062.015,68064.073,68062.015,68064.073,0,9.391750000009779,0.000138003,-0.000736933,0,0,0,1651,0,0, -   , ,   
2024-06-02 16:00:00+00:00,68135.40464285713,68135.40464285713,68135.40464285713,68135.40464285713,0,71.33164285712701,0.001048007,0.000138003,68135.40464285713,68135.40464,0,1651,0,0, -   ,0.0015, (0.0015)
2024-06-02 16:15:00+00:00,68027.06,68027.06,68027.06,68027.06,0,-108.3446429,-0.001590137,0.001048007,0,0,0,1648,0,-0.001817081, (0.00182), ,   
2024-06-02 16:30:00+00:00,68006.09000000001,68006.09000000001,68006.09000000001,68006.09000000001,0,-20.97,-0.00030826,-0.001590137,-68006.09,-68006.09,-129,1648,-3,0, -   ,0.0025, (0.0025)
2024-06-02 16:45:00+00:00,68032.3325,68049.196,68032.3325,68049.196,0,43.105999999985215,0.000633855,-0.00030826,0,0,0,1648,0,0, -   , ,   
2024-06-02 17:00:00+00:00,68034.341,68067.5,68034.341,68065.9875,0.00089,16.791500000006636,0.000246755,0.000633855,68065.9875,68065.9875,0,1648,0,0, -   ,0.0015, (0.0015)
2024-06-02 17:15:00+00:00,67926.82636363637,67926.82636363637,67915.20572727273,67915.20572727273,0,-150.7817727,-0.002215229,0.000246755,0,0,0,1644,0,-0.002427184, (0.00243), ,   
2024-06-02 17:30:00+00:00,67853.942,67853.942,67853.942,67853.942,0,-61.26372727,-0.000902062,-0.002215229,-67853.942,-67853.942,-212,1643,-5,-0.000608273, (0.00061),0.0025, (0.0031)
2024-06-02 17:45:00+00:00,68016.05283333334,68016.05283333334,68016.05283333334,68016.05283333334,0,162.11083333333954,0.002389114,-0.000902062,0,0,0,1643,0,0, -   , ,   
2024-06-02 18:00:00+00:00,67789.228,67789.228,67789.228,67789.228,0,-226.8248333,-0.003334872,0.002389114,0,0,0,1643,0,0, -   , ,   
2024-06-02 18:15:00+00:00,67621.005,67621.005,67621.005,67621.005,0,-168.223,-0.002481559,-0.003334872,0,0,0,1643,0,0, -   , ,   
2024-06-02 18:30:00+00:00,67509.15333333334,67509.15333333334,67502.34866666667,67502.34866666667,0,-118.6563333,-0.001754726,-0.002481559,0,0,0,1643,0,0, -   , ,   
2024-06-02 18:45:00+00:00,67691.18083333333,67724.32283333332,67691.18083333333,67724.32283333332,0,221.9741666666523,0.003288392,-0.001754726,0,0,0,1643,0,0, -   , ,   
2024-06-02 19:00:00+00:00,67689.31999999999,67689.31999999999,67651.83133333334,67651.83133333334,9.581066666666667e-05,-72.4915,-0.001070391,0.003288392,0,0,0,1643,0,0, -   , ,   
2024-06-02 19:15:00+00:00,67611.4265,67611.4265,67510.008,67510.008,0,-141.8233333,-0.002096371,-0.001070391,0,0,0,1643,0,0, -   , ,   
2024-06-02 19:30:00+00:00,67552.4,67559.8475,67552.4,67559.8475,0,49.83950000000186,0.000738254,-0.002096371,0,0,0,1643,0,0, -   , ,   
2024-06-02 19:45:00+00:00,67682.545,67682.545,67682.545,67682.545,0,122.69749999999476,0.001816131,0.000738254,67682.545,67682.545,0,1643,0,0, -   ,0.0015, (0.0015)
2024-06-02 20:00:00+00:00,67691.5755,67691.5755,67691.5755,67691.5755,0,9.030500000008033,0.000133424,0.001816131,0,0,0,1643,0,0, -   , ,   
2024-06-02 20:15:00+00:00,67604.1796,67604.1796,67604.1796,67604.1796,0,-87.3959,-0.00129109,0.000133424,0,0,0,1641,0,-0.001217285, (0.00122), ,   
2024-06-02 20:30:00+00:00,67672.395,67676.94733333333,67670.04716666667,67676.94733333333,0,72.76773333332676,0.001076379,-0.00129109,0,0,0,1642,0,0.000609385, 0.00061 , ,   
2024-06-02 20:45:00+00:00,67751.04333333333,67751.04333333333,67730.135,67730.135,0.003349682,53.18766666666488,0.000785905,0.001076379,0,0,0,1644,0,0.001218027, 0.00122 , ,   
2024-06-02 21:00:00+00:00,67814.2805,67814.2805,67814.2805,67814.2805,0,84.14549999999872,0.001242364,0.000785905,0,0,0,1646,0,0.001216545, 0.00122 , ,   
2024-06-02 21:15:00+00:00,67828.36074999999,67828.36074999999,67824.791,67824.974,0,10.693500000008498,0.000157688,0.001242364,0,0,0,1646,0,0, -   , ,   
2024-06-02 21:30:00+00:00,67807,67808.26,67795.7,67802.91,0,-22.064,-0.000325308,0.000157688,0,0,0,1646,0,0, -   , ,   
2024-06-02 21:45:00+00:00,67836.85,67836.85,67834.3025,67834.3025,0,31.392500000001746,0.000462996,-0.000325308,0,0,0,1646,0,0, -   , ,   
2024-06-02 22:00:00+00:00,67863.63978571429,67863.63978571429,67863.63978571429,67863.63978571429,0,29.33728571428219,0.000432485,0.000462996,0,0,0,1647,0,0.000607533, 0.00061 , ,   
2024-06-02 22:15:00+00:00,67851.611,67851.611,67811.633,67811.633,0.000745716,-52.00678571,-0.000766342,0.000432485,0,0,0,1646,0,-0.000607165, (0.00061), ,   
2024-06-02 22:30:00+00:00,67944.625,67944.625,67944.625,67944.625,0,132.99199999999837,0.001961197,-0.000766342,0,0,0,1649,0,0.0018226, 0.00182 , ,   
2024-06-02 22:45:00+00:00,67886.33875,67886.33875,67883.81875,67883.81875,0,-60.80625,-0.000894938,0.001961197,0,0,0,1647,0,-0.001212856, (0.00121), ,   
2024-06-02 23:00:00+00:00,67921.349,67921.349,67895.803,67895.803,0,11.984249999994063,0.000176541,-0.000894938,0,0,0,1648,0,0.000607165, 0.00061 , ,   
2024-06-02 23:15:00+00:00,67863.69125,67863.69125,67863.69125,67863.69125,0,-32.11175,-0.000472956,0.000176541,0,0,0,1647,0,-0.000606796, (0.00061), ,   
2024-06-02 23:30:00+00:00,67860.64423076922,67860.64423076922,67860.64423076922,67860.64423076922,0,-3.047019231,-4.49E-05,-0.000472956,-67860.64423,-67860.64423,178,1647,4,0, -   ,0.0025, (0.0025)
2024-06-02 23:45:00+00:00,67794.08795,67794.08795,67794.08795,67794.08795,0,-66.55628077,-0.000980779,-4.49E-05,0,0,0,1647,0,0, -   , ,   
2024-06-03 00:00:00+00:00,67741.35813,67741.35813,67741.35813,67741.35813,0,-52.729825,-0.000777794,-0.000980779,0,0,0,1647,0,0, -   , ,   
2024-06-03 00:15:00+00:00,67815.7261,67815.7261,67815.7261,67815.7261,0,74.36797500000102,0.001097822,-0.000777794,0,0,0,1647,0,0, -   , ,   
2024-06-03 00:30:00+00:00,67669.1615,67669.1615,67669.1615,67669.1615,0,-146.5646,-0.002161218,0.001097822,0,0,0,1647,0,0, -   , ,   
2024-06-03 00:45:00+00:00,67696.99571428572,67696.99571428572,67696.99571428572,67696.99571428572,0,27.834214285714552,0.000411328,-0.002161218,0,0,0,1647,0,0, -   , ,   
2024-06-03 01:00:00+00:00,67810.66216666668,67810.66216666668,67810.66216666668,67810.66216666668,0,113.66645238095953,0.001679047,0.000411328,67810.66216666668,67810.66217,0,1647,0,0, -   ,0.0015, (0.0015)
2024-06-03 01:15:00+00:00,68124.305,68124.305,68124.305,68124.305,0,313.64283333331696,0.004625273,0.001679047,0,0,0,1655,0,0.004857316, 0.00486 , ,   
2024-06-03 01:30:00+00:00,68217.15,68217.15,68217.15,68217.15,0,92.84500000000116,0.001362876,0.004625273,0,0,0,1657,0,0.001208459, 0.00121 , ,   
2024-06-03 01:45:00+00:00,68141.486,68141.486,68141.486,68141.486,0,-75.664,-0.001109164,0.001362876,0,0,0,1655,0,-0.001207001, (0.00121), ,   
2024-06-03 02:00:00+00:00,68482.831,68601.46,68482.831,68601.46,0,459.974,0.006750278,-0.001109164,0,0,0,1666,0,0.006646526, 0.00665 , ,   
2024-06-03 02:15:00+00:00,68665.41,68665.41,68665.41,68665.41,0,63.94999999999709,0.000932196,0.006750278,0,0,0,1668,0,0.00120048, 0.00120 , ,   
2024-06-03 02:30:00+00:00,68556.90599999999,68574.245,68556.90599999999,68574.245,0.001970063,-91.165,-0.00132767,0.000932196,0,0,0,1665,0,-0.001798561, (0.00180), ,   
2024-06-03 02:45:00+00:00,68382.0575,68382.0575,68382.0575,68382.0575,0,-192.1875,-0.002802619,-0.00132767,-68382.0575,-68382.0575,571,1661,13,-0.002402402, (0.00240),0.0025, (0.0049)
2024-06-03 03:00:00+00:00,68409.9435,68409.9435,68409.9435,68409.9435,0,27.885999999998603,0.000407797,-0.002802619,0,0,0,1661,0,0, -   , ,   
2024-06-03 03:15:00+00:00,68286.073,68286.073,68254.25,68254.25,0,-155.6935,-0.00227589,0.000407797,0,0,0,1661,0,0, -   , ,   
2024-06-03 03:30:00+00:00,68301.95,68301.95,68301.95,68301.95,0,47.69999999999709,0.000698858,-0.00227589,0,0,0,1661,0,0, -   , ,   
2024-06-03 03:45:00+00:00,68424.16335714287,68444.0645,68424.16335714287,68444.0645,0,142.11449999999604,0.00208068,0.000698858,68444.0645,68444.0645,0,1661,0,0, -   ,0.0015, (0.0015)
2024-06-03 04:00:00+00:00,68369.07616666667,68369.07616666667,68369.07616666667,68369.07616666667,0,-74.98833333,-0.001095615,0.00208068,0,0,0,1659,0,-0.001204094, (0.00120), ,   
2024-06-03 04:15:00+00:00,68280.95874999999,68280.95874999999,68280.95874999999,68280.95874999999,0,-88.11741667,-0.001288849,-0.001095615,-68280.95875,-68280.95875,-163,1657,-3,-0.001205546, (0.00121),0.0025, (0.0037)
2024-06-03 04:30:00+00:00,68364.2775,68383.09125,68364.2775,68383.09125,0,102.13250000000698,0.001495768,-0.001288849,0,0,0,1657,0,0, -   , ,   
2024-06-03 04:45:00+00:00,68368.125,68368.125,68368.125,68368.125,0,-14.96625,-0.000218859,0.001495768,0,0,0,1657,0,0, -   , ,   
2024-06-03 05:00:00+00:00,68509.751,68519.8385,68469.002,68519.8385,0.001490321,151.71349999999802,0.002219068,-0.000218859,0,0,0,1657,0,0, -   , ,   
2024-06-03 05:15:00+00:00,68523.9125,68523.9125,68523.9125,68523.9125,0,4.074,5.945723295908145e-05,0.002219068,68523.9125,68523.9125,0,1657,0,0, -   ,0.0015, (0.0015)
2024-06-03 05:30:00+00:00,68606.489,68606.489,68598.84,68598.84,1.4182e-05,74.92749999999069,0.00109345,5.945723295908145e-05,0,0,0,1659,0,0.001207001, 0.00121 , ,   
2024-06-03 05:45:00+00:00,68712.23333333334,68712.23333333334,68712.23333333334,68712.23333333334,0,113.3933333333407,0.001652992,0.00109345,0,0,0,1661,0,0.001205546, 0.00121 , ,   
2024-06-03 06:00:00+00:00,68685.7055,68685.7055,68685.7055,68685.7055,0,-26.52783333,-0.000386071,0.001652992,0,0,0,1661,0,0, -   , ,   
2024-06-03 06:15:00+00:00,68787.10488,68787.10488,68734.75863,68734.75863,0,49.05312500000582,0.000714168,-0.000386071,0,0,0,1662,0,0.000602047, 0.00060 , ,   
2024-06-03 06:30:00+00:00,69017.63224,69082.407,69017.63224,69082.407,0.325,347.6483750000043,0.005057825,0.000714168,0,0,0,1670,0,0.004813478, 0.00481 , ,   
2024-06-03 06:45:00+00:00,69167.616,69167.616,69096.7,69096.7,0,14.29299999999057,0.000206898,0.005057825,0,0,0,1671,0,0.000598802, 0.00060 , ,   
2024-06-03 07:00:00+00:00,69042.933,69042.933,69042.933,69042.933,0,-53.767,-0.000778141,0.000206898,0,0,0,1669,0,-0.001196888, (0.00120), ,   
2024-06-03 07:15:00+00:00,69114.271,69114.271,69084.199,69084.199,0,41.26599999998871,0.000597686,-0.000778141,0,0,0,1670,0,0.000599161, 0.00060 , ,   
2024-06-03 07:30:00+00:00,68907.473,68907.473,68907.473,68907.473,0,-176.726,-0.002558125,0.000597686,0,0,0,1666,0,-0.00239521, (0.00240), ,   
2024-06-03 07:45:00+00:00,68863.91066666666,68863.91066666666,68863.91066666666,68863.91066666666,0,-43.56233333,-0.000632186,-0.002558125,-68863.91067,-68863.91067,339,1665,8,-0.00060024, (0.00060),0.0025, (0.0031)
2024-06-03 08:00:00+00:00,68930,68930,68899.79,68928.4405,0.000433371,64.52983333333395,0.000937063,-0.000632186,0,0,0,1665,0,0, -   , ,   
2024-06-03 08:15:00+00:00,69049.13,69049.13,69031.70850000001,69039.08,0.035241862,110.63950000000477,0.001605136,0.000937063,69039.08,69039.08,0,1665,0,0, -   ,0.0015, (0.0015)
2024-06-03 08:30:00+00:00,69235.7425,69254.6275,69235.7425,69254.6275,0,215.54750000000058,0.003122109,0.001605136,0,0,0,1670,0,0.003003003, 0.00300 , ,   
2024-06-03 08:45:00+00:00,69250.10239999999,69250.10239999999,69244.1424,69244.1424,0,-10.4851,-0.000151399,0.003122109,0,0,0,1670,0,0, -   , ,   
2024-06-03 09:00:00+00:00,69111.22200000001,69111.22200000001,69111.22200000001,69111.22200000001,0,-132.9204,-0.001919591,-0.000151399,-69111.222,-69111.222,72,1667,1,-0.001796407, (0.00180),0.0025, (0.0043)
2024-06-03 09:15:00+00:00,69078.768,69079.77,69035.385,69035.385,0,-75.837,-0.001097318,-0.001919591,0,0,0,1667,0,0, -   , ,   
2024-06-03 09:30:00+00:00,68964.774,68988.097,68964.774,68988.014,0.003501077,-47.371,-0.000686184,-0.001097318,0,0,0,1667,0,0, -   , ,   
2024-06-03 09:45:00+00:00,69006.77775000001,69006.77775000001,69006.77775000001,69006.77775000001,0,18.763750000012806,0.000271986,-0.000686184,0,0,0,1667,0,0, -   , ,   
2024-06-03 10:00:00+00:00,69039.5365,69039.5365,69039.5365,69039.5365,0,32.75875,0.000474718,0.000271986,69039.5365,69039.5365,0,1667,0,0, -   ,0.0015, (0.0015)
2024-06-03 10:15:00+00:00,69108.93426086956,69108.93426086956,69108.93426086956,69108.93426086956,0,69.39776087,0.001005189,0.000474718,0,0,0,1668,0,0.00059988, 0.00060 , ,   
2024-06-03 10:30:00+00:00,69131.16075,69131.16075,69131.16075,69131.16075,0,22.226489130436676,0.000321615,0.001005189,0,0,0,1669,0,0.00059952, 0.00060 , ,   
2024-06-03 10:45:00+00:00,69090.43,69090.43,69090.43,69090.43,0,-40.73075,-0.000589181,0.000321615,0,0,0,1668,0,-0.000599161, (0.00060), ,   
2024-06-03 11:00:00+00:00,68885.51666666666,68885.51666666666,68885.51666666666,68885.51666666666,0,-204.9133333,-0.002965871,-0.000589181,-68885.51667,-68885.51667,-154,1663,-3,-0.002997602, (0.00300),0.0025, (0.0055)
2024-06-03 11:15:00+00:00,69073.75166666666,69073.75166666666,69073.75166666666,69073.75166666666,0,188.23500000000058,0.002732577,-0.002965871,0,0,0,1663,0,0, -   , ,   
2024-06-03 11:30:00+00:00,69230.78,69230.78,69203.92,69203.92,0.0001463,130.16833333333489,0.001884483,0.002732577,69203.92,69203.92,0,1663,0,0, -   ,0.0015, (0.0015)
2024-06-03 11:45:00+00:00,69041.618,69041.618,69041.618,69041.618,0,-162.302,-0.002345272,0.001884483,0,0,0,1659,0,-0.002405292, (0.00241), ,   
2024-06-03 12:00:00+00:00,69055.0625,69079.05500000001,69055.0625,69079.05500000001,3.69675e-06,37.437000000005355,0.000542238,-0.002345272,0,0,0,1660,0,0.000602773, 0.00060 , ,   
2024-06-03 12:15:00+00:00,69207.9084,69207.9084,69185.2404,69185.2404,0,106.18539999998757,0.001537158,0.000542238,0,0,0,1663,0,0.001807229, 0.00181 , ,   
2024-06-03 12:30:00+00:00,69396.16,69396.16,69379.83,69396.16,0.1,210.91960000000836,0.003048621,0.001537158,0,0,0,1668,0,0.003006615, 0.00301 , ,   
2024-06-03 12:45:00+00:00,69678.18,69709,69658.0865,69658.0865,0.06979294,261.9265000000014,0.003774366,0.003048621,0,0,0,1674,0,0.003597122, 0.00360 , ,   
2024-06-03 13:00:00+00:00,69760.1785,69760.1785,69740.7855,69740.7855,0,82.69899999999325,0.001187213,0.003774366,0,0,0,1676,0,0.001194743, 0.00119 , ,   
2024-06-03 13:15:00+00:00,69566.135,69566.135,69566.135,69566.135,0,-174.6505,-0.002504281,0.001187213,0,0,0,1672,0,-0.002386635, (0.00239), ,   
2024-06-03 13:30:00+00:00,69739.3425,69773.015,69730.0075,69756.47,0.00012327,190.3350000000064,0.00273603,-0.002504281,0,0,0,1676,0,0.002392344, 0.00239 , ,   
2024-06-03 13:45:00+00:00,69947.3,70101.386,69947.3,70098.1305,0.0386,341.66049999999814,0.004897904,0.00273603,0,0,0,1685,0,0.005369928, 0.00537 , ,   
2024-06-03 14:00:00+00:00,69925.825,69925.825,69860.865,69898.7345,0,-199.396,-0.002844527,0.004897904,0,0,0,1680,0,-0.002967359, (0.00297), ,   
2024-06-03 14:15:00+00:00,69954.81333333334,69975.528,69950.64383333334,69975.528,6.666666666666667e-05,76.79349999999977,0.001098639,-0.002844527,0,0,0,1682,0,0.001190476, 0.00119 , ,   
2024-06-03 14:30:00+00:00,69794.5715,69794.5715,69700.0505,69700.0505,0,-275.4775,-0.003936769,0.001098639,0,0,0,1675,0,-0.004161712, (0.00416), ,   
2024-06-03 14:45:00+00:00,69136.624,69136.624,69136.624,69136.624,0,-563.4265,-0.008083588,-0.003936769,-69136.624,-69136.624,-67,1661,-1,-0.008358209, (0.00836),0.0025, (0.0109)
2024-06-03 15:00:00+00:00,68783.66500000001,68813.63500000001,68767.935,68813.63500000001,0,-322.989,-0.00467175,-0.008083588,0,0,0,1661,0,0, -   , ,   
2024-06-03 15:15:00+00:00,69137.15,69137.15,69097.125,69097.125,0,283.4899999999907,0.004119678,-0.00467175,0,0,0,1661,0,0, -   , ,   
2024-06-03 15:30:00+00:00,69133.61,69219.779,69133.61,69219.779,0,122.654,0.001775096,0.004119678,69219.779,69219.779,0,1661,0,0, -   ,0.0015, (0.0015)
2024-06-03 15:45:00+00:00,69207.7445,69207.7445,69207.7445,69207.7445,0,-12.0345,-0.000173859,0.001775096,0,0,0,1661,0,0, -   , ,   
2024-06-03 16:00:00+00:00,69636.882,69705.635,69636.882,69705.635,0,497.89049999999406,0.007194144,-0.000173859,0,0,0,1673,0,0.007224564, 0.00722 , ,   
2024-06-03 16:15:00+00:00,69405.175,69405.175,69405.175,69405.175,0,-300.46,-0.004310412,0.007194144,0,0,0,1666,0,-0.0041841, (0.00418), ,   
2024-06-03 16:30:00+00:00,69187.415,69187.415,69187.415,69187.415,0,-217.76,-0.003137518,-0.004310412,-69187.415,-69187.415,-32,1661,0,-0.0030012, (0.00300),0.0025, (0.0055)
2024-06-03 16:45:00+00:00,69194.03,69226.433,69194.03,69226.433,0,39.01800000001094,0.000563946,-0.003137518,0,0,0,1661,0,0, -   , ,   
2024-06-03 17:00:00+00:00,68973.2702,68973.2702,68973.2702,68973.2702,0,-253.1628,-0.003657025,0.000563946,0,0,0,1661,0,0, -   , ,   
2024-06-03 17:15:00+00:00,69066.3645,69066.3645,69066.3645,69066.3645,0,93.09429999999702,0.001349716,-0.003657025,0,0,0,1661,0,0, -   , ,   
2024-06-03 17:30:00+00:00,69208.52,69208.52,69208.52,69208.52,0,142.15550000000803,0.002058245,0.001349716,69208.52,69208.52,0,1661,0,0, -   ,0.0015, (0.0015)
2024-06-03 17:45:00+00:00,69334.595,69334.595,69334.595,69334.595,0,126.07499999999709,0.001821669,0.002058245,0,0,0,1664,0,0.001806141, 0.00181 , ,   
2024-06-03 18:00:00+00:00,69315.21057142857,69315.21057142857,69315.21057142857,69315.21057142857,0,-19.38442857,-0.000279578,0.001821669,0,0,0,1663,0,-0.000600962, (0.00060), ,   
2024-06-03 18:15:00+00:00,69167.598,69194.585,69167.598,69186.795,0.004499955,-128.4155714,-0.001852632,-0.000279578,-69186.795,-69186.795,-21,1660,0,-0.001803969, (0.00180),0.0025, (0.0043)
2024-06-03 18:30:00+00:00,69322.064,69358.325,69322.064,69358.325,0.000930723,171.52999999999884,0.00247923,-0.001852632,0,0,0,1660,0,0, -   , ,   
2024-06-03 18:45:00+00:00,69415.8,69415.81,69376.79,69415.81,0.005607018,57.48500000000058,0.000828812,0.00247923,69415.81,69415.81,0,1660,0,0, -   ,0.0015, (0.0015)
2024-06-03 19:00:00+00:00,69254.335,69254.335,69254.335,69254.335,0,-161.475,-0.002326199,0.000828812,0,0,0,1656,0,-0.002409639, (0.00241), ,   
2024-06-03 19:15:00+00:00,69085.027,69085.027,69085.027,69085.027,0,-169.308,-0.002444728,-0.002326199,-69085.027,-69085.027,-330,1652,-7,-0.002415459, (0.00242),0.0025, (0.0049)
2024-06-03 19:30:00+00:00,69105.456,69105.456,69105.456,69105.456,0,20.429000000003725,0.000295708,-0.002444728,0,0,0,1652,0,0, -   , ,   
2024-06-03 19:45:00+00:00,69080.79333333333,69108.99333333333,69055.75,69085.31666666667,0.003351623,-20.13933333,-0.000291429,0.000295708,0,0,0,1652,0,0, -   , ,   
2024-06-03 20:00:00+00:00,69220.71838,69244.28749999999,69220.71838,69244.28749999999,0,158.97083333332557,0.00230108,-0.000291429,0,0,0,1652,0,0, -   , ,   
2024-06-03 20:15:00+00:00,69417.2975,69417.2975,69417.2975,69417.2975,0,173.0100000000093,0.002498545,0.00230108,69417.2975,69417.2975,0,1652,0,0, -   ,0.0015, (0.0015)
2024-06-03 20:30:00+00:00,69385.86725000001,69385.86725000001,69385.86725000001,69385.86725000001,0,-31.43025,-0.000452773,0.002498545,0,0,0,1652,0,0, -   , ,   
2024-06-03 20:45:00+00:00,69231.573,69231.573,69231.573,69231.573,0,-154.29425,-0.002223713,-0.000452773,-69231.573,-69231.573,-185,1648,-4,-0.002421308, (0.00242),0.0025, (0.0049)
2024-06-03 21:00:00+00:00,69065.7855,69065.7855,69065.7855,69065.7855,0,-165.7875,-0.002394681,-0.002223713,0,0,0,1648,0,0, -   , ,   
2024-06-03 21:15:00+00:00,69074.575,69074.575,69074.575,69074.575,0,8.789499999998952,0.000127263,-0.002394681,0,0,0,1648,0,0, -   , ,   
2024-06-03 21:30:00+00:00,69020.045,69020.045,69017.26,69017.26,0,-57.315,-0.000829755,0.000127263,0,0,0,1648,0,0, -   , ,   
2024-06-03 21:45:00+00:00,69116.45,69116.45,69093.4,69093.4,0.042692783,76.13999999999942,0.001103202,-0.000829755,0,0,0,1648,0,0, -   , ,   
2024-06-03 22:00:00+00:00,69021.342,69021.342,69021.342,69021.342,0,-72.058,-0.001042907,0.001103202,0,0,0,1648,0,0, -   , ,   
2024-06-03 22:15:00+00:00,68877.7,68877.7,68877.7,68877.7,0,-143.642,-0.002081124,-0.001042907,0,0,0,1648,0,0, -   , ,   
2024-06-03 22:30:00+00:00,69017.625,69017.625,69017.625,69017.625,0,139.9250000000029,0.002031499,-0.002081124,0,0,0,1648,0,0, -   , ,   
